doc_id,casetype,casenames,input,output,fileName,announce_date,is_divorce,text_combined,input_processed,topic_label
대전지방법원-2016나2411,civil,대여금,혼인 중 발생한 금전거래와 관련하여 차용금 반환 청구권이 인정되는 조건은 무엇인가요?,"혼인 중 발생한 금전거래에 대한 차용금 반환 청구권이 인정되기 위해서는 차용금 지급의 사실을 입증할 객관적인 금융거래 자료가 필요합니다. 또한 차용금의 변제를 독촉하는 증거가 존재해야 하며, 재산분할 관련 약정에서 명확하게 차용금에 대한 정함이 있어야 합니다.",민사법_판결문_질의응답_10079.json,2016-08-19T09:00:00.000+09:00,1,"혼인 중 발생한 금전거래와 관련하여 차용금 반환 청구권이 인정되는 조건은 무엇인가요? 혼인 중 발생한 금전거래에 대한 차용금 반환 청구권이 인정되기 위해서는 차용금 지급의 사실을 입증할 객관적인 금융거래 자료가 필요합니다. 또한 차용금의 변제를 독촉하는 증거가 존재해야 하며, 재산분할 관련 약정에서 명확하게 차용금에 대한 정함이 있어야 합니다.",거래 차용 발생 청구권 관련 인정 조건 금전 혼인 반환,-1
대전지방법원-2018나108412,civil,손해배상(기),제3자가 부부의 일방과 부정행위를 할 경우 어떤 법적 책임을 지게 되나요?,제3자는 타인의 부부공동생활에 개입하여 그 파탄을 초래하거나 본질적인 부부공동생활을 방해하여서는 안 됩니다. 제3자가 부부의 일방과 부정행위를 함으로써 부부공동생활을 침해하고 배우자에게 정신적 고통을 주는 행위는 원칙적으로 불법행위에 해당합니다. 따라서 제3자는 불법행위책임으로 인해 위자료를 지급할 의무가 있습니다.,민사법_판결문_질의응답_10088.json,2019-04-02T00:00:00.000+09:00,1,제3자가 부부의 일방과 부정행위를 할 경우 어떤 법적 책임을 지게 되나요? 제3자는 타인의 부부공동생활에 개입하여 그 파탄을 초래하거나 본질적인 부부공동생활을 방해하여서는 안 됩니다. 제3자가 부부의 일방과 부정행위를 함으로써 부부공동생활을 침해하고 배우자에게 정신적 고통을 주는 행위는 원칙적으로 불법행위에 해당합니다. 따라서 제3자는 불법행위책임으로 인해 위자료를 지급할 의무가 있습니다.,부부 어떻다 부정행위 일방 책임 법적 지게 제3자가,-1
대전지방법원-2022가단102892,civil,손해배상(기),민법 제840조 제1호에서 규정한 재판상 이혼사유 중 부정한 행위의 의미는 무엇인가요?,"민법 제840조 제1호에 따른 재판상 이혼사유인 부정한 행위는 간통에 이르지 아니하였더라도 부부의 정조의무에 충실하지 않은 일체의 부정행위를 포함하는 넓은 개념으로 해석됩니다. 대법원 판례에 따르면 일방 배우자가 배우자 있는 다른 사람과 부정행위를 저지른 경우, 이는 이혼 사유로 인정될 수 있습니다.",민사법_판결문_질의응답_10114.json,2022-11-16T09:00:00.000+09:00,1,"민법 제840조 제1호에서 규정한 재판상 이혼사유 중 부정한 행위의 의미는 무엇인가요? 민법 제840조 제1호에 따른 재판상 이혼사유인 부정한 행위는 간통에 이르지 아니하였더라도 부부의 정조의무에 충실하지 않은 일체의 부정행위를 포함하는 넓은 개념으로 해석됩니다. 대법원 판례에 따르면 일방 배우자가 배우자 있는 다른 사람과 부정행위를 저지른 경우, 이는 이혼 사유로 인정될 수 있습니다.",규정 제조 사유 이혼 제840조 민법 부정 행위 제1호에서 제호 의미 재판,-1
대전지방법원천안지원-2018가단105206,civil,손해배상(기),배우자가 있는 사람과 부정행위를 한 경우 위자료의 액수는 어떻게 정해지나요?,"위자료의 액수는 부정행위의 내용, 정도 및 기간, 결혼기간 및 가족관계, 부정행위가 부부공동생활에 미친 영향을 참작하여 정해집니다. 예를 들어, 부정행위가 장기간 지속되었거나 부부 공동생활에 큰 영향을 미친 경우 위자료 액수가 증가할 수 있습니다. 한 사건에서는 이러한 기준에 따라 위자료 액수가 13,000,000원으로 정해진 사례가 있습니다.",민사법_판결문_질의응답_10149.json,2018-10-31T09:00:00.000+09:00,1,"배우자가 있는 사람과 부정행위를 한 경우 위자료의 액수는 어떻게 정해지나요? 위자료의 액수는 부정행위의 내용, 정도 및 기간, 결혼기간 및 가족관계, 부정행위가 부부공동생활에 미친 영향을 참작하여 정해집니다. 예를 들어, 부정행위가 장기간 지속되었거나 부부 공동생활에 큰 영향을 미친 경우 위자료 액수가 증가할 수 있습니다. 한 사건에서는 이러한 기준에 따라 위자료 액수가 13,000,000원으로 정해진 사례가 있습니다.",위자료 배우자 액수 정해지다 부정행위 어떻다 사람과,-1
서울중앙지방법원-2017가단5177638,civil,구상금,사해행위 취소 및 원상회복청구 소송에서 다른 채권자의 청구가 부적법해지는 상황은 어떤 경우인가요?,"사해행위 취소 및 원상회복청구 소송에서 다른 채권자의 청구가 부적법해지는 경우는, 동일한 사해행위에 대해 먼저 진행된 다른 채권자의 취소 및 원상회복청구가 승소하여 판결이 확정되고 재산이나 가액의 회복이 이미 완료된 경우입니다. 예를 들어, 경기신용보증재단이 채무자 B와 C에 대해 사해행위로 인정된 재산분할계약을 취소하고 원상회복을 통해 배상금을 지급받은 상황에서, 동일한 사해행위에 대해 다른 채권자가 추가로 취소 및 원상회복청구를 하더라도 이로 인해 권리보호의 이익이 중복되므로 부적법하게 됩니다.",민사법_판결문_질의응답_10839.json,2018-05-11T09:00:00.000+09:00,1,"사해행위 취소 및 원상회복청구 소송에서 다른 채권자의 청구가 부적법해지는 상황은 어떤 경우인가요? 사해행위 취소 및 원상회복청구 소송에서 다른 채권자의 청구가 부적법해지는 경우는, 동일한 사해행위에 대해 먼저 진행된 다른 채권자의 취소 및 원상회복청구가 승소하여 판결이 확정되고 재산이나 가액의 회복이 이미 완료된 경우입니다. 예를 들어, 경기신용보증재단이 채무자 B와 C에 대해 사해행위로 인정된 재산분할계약을 취소하고 원상회복을 통해 배상금을 지급받은 상황에서, 동일한 사해행위에 대해 다른 채권자가 추가로 취소 및 원상회복청구를 하더라도 이로 인해 권리보호의 이익이 중복되므로 부적법하게 됩니다.",법해 소송 어떻다 원상회복 부적 청구 채권자 취소 사해행위 다른,-1
수원지방법원-2017가단537660,civil,"위자료,손해배상(기)",혼인 중 제3자와의 부정행위로 인한 손해배상 책임의 요건은 무엇인가요?,"제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하고 이에 따른 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가한 경우, 이는 민법상 불법행위를 구성합니다. 따라서 제3자는 그로 인해 발생한 정신적 손해에 대한 손해배상 책임을 집니다.",민사법_판결문_질의응답_11118.json,2018-08-22T09:00:00.000+09:00,1,"혼인 중 제3자와의 부정행위로 인한 손해배상 책임의 요건은 무엇인가요? 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하고 이에 따른 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가한 경우, 이는 민법상 불법행위를 구성합니다. 따라서 제3자는 그로 인해 발생한 정신적 손해에 대한 손해배상 책임을 집니다.",제3자와의 부정행위 책임 인하다 혼인 손해배상 요건,-1
수원지방법원성남지원-2021가단226175,civil,손해배상(기),배우자에게 배우자의 부정행위로 인한 정신적 고통에 대한 위자료 청구가 가능한가요?,"네, 배우자가 제3자와 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성하며, 이에 대한 위자료 청구가 가능합니다. 이는 부부의 정조의무에 충실하지 않는 일체의 부정한 행위가 포함되며, 구체적 사안에 따라 그 정도와 상황을 평가합니다.",민사법_판결문_질의응답_11222.json,2021-11-30T09:00:00.000+09:00,1,"배우자에게 배우자의 부정행위로 인한 정신적 고통에 대한 위자료 청구가 가능한가요? 네, 배우자가 제3자와 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성하며, 이에 대한 위자료 청구가 가능합니다. 이는 부부의 정조의무에 충실하지 않는 일체의 부정한 행위가 포함되며, 구체적 사안에 따라 그 정도와 상황을 평가합니다.",위자료 배우자 부정행위 대한 고통 청구 인하다 정신,-1
의정부지방법원-2022가단116146,civil,손해배상(기),부부의 일방이 제3자와 부정행위를 한 시점이 위자료 청구에 영향을 미치나요?,"네, 부부의 일방이 제3자와 부정행위를 한 시점도 위자료 청구에 영향을 미칠 수 있습니다. 예를 들어, 부정행위가 발생한 기간이 길수록 위자료 액수가 증가할 가능성이 있습니다.",민사법_판결문_질의응답_11367.json,2022-10-27T09:00:00.000+09:00,1,"부부의 일방이 제3자와 부정행위를 한 시점이 위자료 청구에 영향을 미치나요? 네, 부부의 일방이 제3자와 부정행위를 한 시점도 위자료 청구에 영향을 미칠 수 있습니다. 예를 들어, 부정행위가 발생한 기간이 길수록 위자료 액수가 증가할 가능성이 있습니다.",위자료 부부 시점 영향 부정행위 일방 청구 제3자와 미치나,-1
춘천지방법원-2018가단55254,civil,손해배상(기),배우자가 있는 사람과 부정행위를 한 제3자는 어떤 법적 책임을 질 수 있나요?,"제3자가 배우자가 있는 사람과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해함으로써 배우자에게 정신적 고통을 주었다면, 이는 불법행위를 구성합니다. 대법원은 이러한 행위를 통해 부부의 혼인관계를 침해하거나 정신적 고통을 가한 사실이 인정될 경우, 부정행위를 한 제3자에 대해 위자료 청구를 인정하고 있습니다(대법원 2015. 5. 29. 선고 2013므2441 판결, 대법원 2005. 5. 13. 선고 2004다1899 판결 참조).",민사법_판결문_질의응답_1150.json,2018-09-11T09:00:00.000+09:00,1,"배우자가 있는 사람과 부정행위를 한 제3자는 어떤 법적 책임을 질 수 있나요? 제3자가 배우자가 있는 사람과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해함으로써 배우자에게 정신적 고통을 주었다면, 이는 불법행위를 구성합니다. 대법원은 이러한 행위를 통해 부부의 혼인관계를 침해하거나 정신적 고통을 가한 사실이 인정될 경우, 부정행위를 한 제3자에 대해 위자료 청구를 인정하고 있습니다(대법원 2015. 5. 29. 선고 2013므2441 판결, 대법원 2005. 5. 13. 선고 2004다1899 판결 참조).",배우자 어떻다 부정행위 책임 사람과 제3자는 법적,-1
청주지방법원충주지원-2019가단22084,civil,손해배상(기),부정행위로 인한 위자료 액수는 어떻게 결정되나요?,"부정행위로 인한 위자료 액수는 여러 요소를 종합적으로 고려하여 결정됩니다. 주요 고려 요소로는 혼인관계의 지속기간, 혼인생활의 내용과 양상, 부정행위의 정도와 빈도, 그리고 부정행위 당사자의 태도 등이 있습니다. 예를 들어, 혼인관계가 오래 지속되지 않았거나 부정행위가 이례적인 경우, 위자료 액수가 비교적 낮게 책정될 수 있습니다. 반대의 경우, 위자료 액수는 증가할 수 있습니다.",민사법_판결문_질의응답_11571.json,2019-11-08T09:00:00.000+09:00,1,"부정행위로 인한 위자료 액수는 어떻게 결정되나요? 부정행위로 인한 위자료 액수는 여러 요소를 종합적으로 고려하여 결정됩니다. 주요 고려 요소로는 혼인관계의 지속기간, 혼인생활의 내용과 양상, 부정행위의 정도와 빈도, 그리고 부정행위 당사자의 태도 등이 있습니다. 예를 들어, 혼인관계가 오래 지속되지 않았거나 부정행위가 이례적인 경우, 위자료 액수가 비교적 낮게 책정될 수 있습니다. 반대의 경우, 위자료 액수는 증가할 수 있습니다.",위자료 액수 어떻다 부정행위 인하다 결정,-1
대구지방법원의성지원-2021가단10014,civil,손해배상(기),부정행위로 인한 손해배상액은 어떻게 산정되나요?,"부정행위로 인한 손해배상액 산정은 혼인 기간, 가족관계, 부정행위가 이루어진 기간 및 경위 등 여러 사정을 종합적으로 고려하여 결정됩니다. 예를 들어, 혼인 기간이 길고 가족관계가 긴밀할수록, 부정행위 기간이 길고 경위가 중대한 경우 손해배상액이 증가할 수 있습니다. 판례에서 위자료 액수는 다양한 사례를 통해 정해집니다.",민사법_판결문_질의응답_11685.json,2021-05-26T09:00:00.000+09:00,1,"부정행위로 인한 손해배상액은 어떻게 산정되나요? 부정행위로 인한 손해배상액 산정은 혼인 기간, 가족관계, 부정행위가 이루어진 기간 및 경위 등 여러 사정을 종합적으로 고려하여 결정됩니다. 예를 들어, 혼인 기간이 길고 가족관계가 긴밀할수록, 부정행위 기간이 길고 경위가 중대한 경우 손해배상액이 증가할 수 있습니다. 판례에서 위자료 액수는 다양한 사례를 통해 정해집니다.",어떻다 부정행위 산정 인하다 손해배상,-1
광주지방법원-2021가단502745,civil,손해배상(기),제3자가 부정행위를 통해 혼인의 본질에 해당하는 부부공동생활을 침해한 경우 법적 책임은 무엇인가요?,제3자가 부부의 일방과 부정행위를 하여 부부공동생활을 침해하거나 유지를 방해하고 그에 대한 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 따라서 이러한 경우 불법행위로 인한 손해배상으로 피해 배우자에게 위자료를 지급할 의무가 발생합니다.,민사법_판결문_질의응답_1243.json,2021-06-29T09:00:00.000+09:00,1,제3자가 부정행위를 통해 혼인의 본질에 해당하는 부부공동생활을 침해한 경우 법적 책임은 무엇인가요? 제3자가 부부의 일방과 부정행위를 하여 부부공동생활을 침해하거나 유지를 방해하고 그에 대한 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 따라서 이러한 경우 불법행위로 인한 손해배상으로 피해 배우자에게 위자료를 지급할 의무가 발생합니다.,본질 부부 부정행위 책임 침해 혼인 법적 생활 통해 제3자가 해당,-1
서울중앙지방법원-2022나27733,civil,손해배상(기),"제3자가 부부의 일방과 부정행위를 함으로써 배우자에게 정신적 고통을 가한 경우, 법적 책임이 발생하는 조건은 무엇인가요?","제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하고 이에 따라 배우자가 정신적 고통을 받았을 때, 이는 원칙적으로 불법행위를 구성합니다. 이는 대법원 판례에 따라 인정되며, 제3자가 부정행위를 저지른 사실과 정신적 고통이 발생했다는 점을 경험칙에 의거하여 입증할 수 있다면 위자료를 지급할 의무가 발생합니다.",민사법_판결문_질의응답_13216.json,2023-01-19T09:00:00.000+09:00,1,"제3자가 부부의 일방과 부정행위를 함으로써 배우자에게 정신적 고통을 가한 경우, 법적 책임이 발생하는 조건은 무엇인가요? 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하고 이에 따라 배우자가 정신적 고통을 받았을 때, 이는 원칙적으로 불법행위를 구성합니다. 이는 대법원 판례에 따라 인정되며, 제3자가 부정행위를 저지른 사실과 정신적 고통이 발생했다는 점을 경험칙에 의거하여 입증할 수 있다면 위자료를 지급할 의무가 발생합니다.",부부 발생 배우자 가하다 부정행위 조건 일방 책임 고통 법적 정신 제3자가,-1
